timestamp,powerWatts,contexts,instructions,cpu-cycles,cpu-migrations,branches,branch-misses,L1-icache-loads,L1-icache-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,LLC-loads,LLC-load-misses,LLC-stores,DISPATCHED_FPU_OPS,L2_CACHE_MISS,MEMORY_REQUESTS,REQUESTS_TO_L2,RETIRED_MMX_FP_INSTRUCTIONS_MMX,RETIRED_MMX_FP_INSTRUCTIONS_SSE,RETIRED_MMX_FP_INSTRUCTIONS_X87,RETIRED_SSE_OPS,RETIRED_UOPS,Core_0,Core_1,Core_2,Core_3,Core_4,Core_5,Core_6,Core_7,Core_8,Core_9,Core_10,Core_11,Core_12,Core_13,Core_14,Core_15,Core_16,Core_17,Core_18,Core_19,Core_20,Core_21,Core_22,Core_23,Core_1CPU,Core_2CPU,numSockets,bytes_read,bytes_written,disk_free,disk_total,part_max_used,read_time,write_time,reads,writes,mem_buffers,mem_cached,mem_free,mem_shared,page_in,page_out,swap_free,swap_in,swap_out,bytes_in,bytes_out,drops_in,drops_out,errs_in,errs_out,pkts_in,pkts_out,cpu_idle,cpu_intr,cpu_nice,cpu_sintr,cpu_system,cpu_user,cpu_wio,interrupts
1422275668,97,384,6074889,138971831,25,5292280,156630,8860551,518489,19947468,445649,562700,764747,427517,650529,657247,938988,367645,54662613,109,101206,2475,2757,149357343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,8051,1833.51,1859.505,46.84,0,18,0,2,206688,284184,31946816,0,0,4,1951740,0,0,1809.83,148968.06,0,0,0,0,19.66,151.35,99.79,0,0,0,0.12,0.08,0,1009
1422275670,103,370,6241304,121021805,27,4467210,198639,10646597,641422,38962516,1545067,1565724,3911729,813592,290513,470668,1859446,1051187,55503783,115,14924,1093,5545,253985371,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,7992,1833.51,1859.505,46.84,0,14,0,2,206688,284188,31947576,0,0,4,1951740,0,0,1660,146649.27,0,0,0,0,17.56,146.83,99.83,0,0,0,0.12,0.04,0,1030
1422275672,103,396,8179922,108269377,25,4235821,114008,10490968,478686,25757649,948657,1440607,3076427,1551288,542364,134566,1717098,476503,28283507,56,133642,3148,856,170277764,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,2,0,46378,1833.51,1859.505,46.84,0,12.8,0,5,206688,284188,31946768,0,0,23,1951740,0,0,1621.2,154852.3,0,0,0,0,19.04,154.92,99.77,0,0,0,0.1,0.06,0.06,1213
1422275674,101,334,10209457,133716975,27,5409600,159319,14440549,1204902,17794661,681472,847772,1384637,418061,677029,476263,998560,636601,18868385,42,189308,207,905,90701470,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,0,2,0,8055,1833.51,1859.505,46.84,0,16,0,2,206688,284192,31947388,0,0,4,1951740,0,0,1135.69,147378.56,0,0,0,0,17.21,147.49,99.81,0,0,0,0.12,0.06,0,1145
1422275676,95,377,9741529,138046626,24,4652394,141806,15654800,1462262,23788414,764284,787048,1062636,519420,1358211,191308,820565,456913,20859396,111,180130,452,1098,173927192,4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4131,1833.51,1859.505,46.84,0,16,0,1,206688,284184,31948188,0,0,2,1951740,0,0,1031.77,150379.22,0,0,0,0,15.63,141.7,99.9,0,0,0,0.08,0.02,0,1126
1422275678,94,418,9231955,130326537,23,3782056,150386,9289217,829755,20753339,773663,445672,2418486,1015149,2022934,441386,660912,1446813,8165587,75,399859,619,1225,538531052,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,40777,1833.51,1859.505,46.84,0,17.6,0,5,206688,284188,31949276,0,0,20,1951740,0,0,2645.59,150267.8,0,0,0,0,26.88,157.79,99.73,0,0,0,0.1,0.06,0.1,1336
1422275680,95,457,10330470,121044787,24,4564638,124869,13619673,1760578,48124098,2029898,1986166,1791268,731707,824212,639747,628303,547168,23535286,66,107842,3788,1033,187576794,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,8155,1833.51,1859.505,46.84,0,16,0,2,206688,284192,31950028,0,0,4,1951740,0,0,2210.55,150385.77,0,0,0,0,20.41,153.31,99.81,0,0,0,0.12,0.06,0,1345
1422275682,103,390,11779063,145163677,26,5544249,131221,12016549,578879,22360839,913287,850175,1349622,568798,367194,140214,734431,607298,46045441,160,453674,695,962,182108043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,2,0,40756,1833.51,1859.505,46.84,0,8,0,4,206688,284192,31949796,0,0,20,1951740,0,0,886.57,149626.88,0,0,0,0,13.43,145.77,99.79,0,0,0,0.1,0.06,0.04,1288
1422275684,103,403,6819746,117098430,22,2590178,107398,10557340,632748,20680121,739700,557620,1123534,1054430,693456,473871,2360737,588508,20321184,25,118996,83,370,179342132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,24454,1833.51,1859.505,46.84,0,15.33,0,6,206688,284192,31950920,0,0,12,1951740,0,0,1280.6,149201.98,0,0,0,0,19.4,150.25,99.83,0,0,0,0.12,0.04,0,1349
1422275686,103,405,3643171,109627327,24,2598522,70751,7687696,711975,51955288,2183047,2304229,3699233,962703,558722,212869,1126798,825720,49745570,139,107598,480,2577,216317266,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8151,1833.51,1859.505,46.84,0,18,0,2,206688,284196,31950700,0,0,4,1951740,0,0,755.22,102304.48,0,0,0,0,11.44,116.42,99.81,0,0,0,0.15,0.04,0,1342
1422275688,97,407,3643171,109627327,24,2598522,70751,7687696,711975,51955288,2183047,2304229,3699233,962703,558722,322429,1225062,724090,38469432,75,275962,1038,2154,233668736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,40414,1833.51,1859.505,46.84,0,14,0,4,206688,284188,31951444,0,0,20,1951740,0,0,1849.53,149523.44,0,0,0,0,20.23,151.46,99.77,0,0,0,0.1,0.06,0.06,1344
1422275690,93,412,8479888,105800337,26,2829910,105627,10230912,1272218,48186685,2318713,3078367,5071895,883273,813649,382855,994204,763987,61080849,164,106012,649,1387,257741330,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,8059,1833.51,1859.505,46.84,0,14,0,2,206688,284192,31951440,0,0,4,1951740,0,0,1555.83,147883.42,0,0,0,0,15.74,148.06,99.81,0,0,0,0.12,0.06,0,1052
1422275692,96,398,12903318,116749369,24,3977173,144759,13237087,1462026,42619484,1177246,1223195,1776248,555594,2484326,272307,835453,694335,27849551,23,145375,29,131,188259616,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,8254,1833.51,1859.505,46.84,0,14,0,2,206688,284196,31952284,0,0,4,1951740,0,0,1030.73,151644.34,0,0,0,0,15.62,149.62,99.88,0,0,0,0.12,0,0,1028
1422275694,95,394,9377483,109633123,26,2226169,95034,11126501,1440472,50220920,2321710,2339812,3703587,860087,942821,18914,595181,902978,22543814,36,138127,260,3398,292307458,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,2,0,44854,1833.51,1859.505,46.84,0,12,0,5,206688,284192,31952804,0,0,22,1951740,0,0,1116.97,149210.55,0,0,0,0,16.92,149.33,99.77,0,0,0,0.12,0.06,0.04,1013
1422275696,95,444,10322963,107022504,25,3915942,112298,9554784,758745,25141454,1207837,2017922,2817100,975604,551663,32674,898211,840020,100374390,92,319637,221,1213,226467911,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,10489,1833.51,1859.505,46.84,0,16,0,3,206688,284200,31952892,0,0,5,1951740,0,0,1403.33,191699.09,0,0,0,0,21.13,188.86,99.84,0,0,0,0.14,0.02,0,1268
1422275698,100,370,10522146,115130745,25,4466143,143552,11111745,1445525,28278511,906918,631333,1252274,732557,1044741,416514,1626234,709186,43663680,101,194017,787,2747,245735452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,55647,1833.51,1859.505,46.84,0,12,0,5,206688,284196,31952460,0,0,27,1951740,0,0,1152.84,145585.64,0,0,0,0,17.47,147.5,99.75,0,0,0,0.12,0.06,0.06,1007
